"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","Y"
1,-1.57621093611398,7.37006130140995,-3.07057086330737,5.09925037284346,-2.10493348559999,-4.44682094111611,0.999264936421194,-0.415675343261362,-8.03060015660062,1.24846261067961,0.480208464253339,0.9318845479507,-7.07353542648438,5.25496639784752,6.17185746968948,-1.16356777294138,3.26761170406602,-1.02101480421849,-1.65946916202387,0
1,-1.76344484108871,1.86326516793129,-1.95656939409735,-1.78755080347925,0.463713835056803,-1.27284319056623,3.93910122384411,-0.656734597452745,0.970867911085236,0.361214336067688,12.9208661419614,7.98938028956806,1.13274334923946,-2.4758399405501,-1.49201974155814,2.54585808839863,3.2176107008402,6.56707980383086,4.716565105716,0
1,-2.69269351803447,1.8333482886204,3.49796842369782,6.25762340753092,-2.51049004269732,1.7133794807611,5.96959183525749,-0.938423782929504,-6.24528386227934,-5.24082645091996,6.34845641609277,3.15901566720956,6.76883880635999,8.46496467504734,8.54620241094357,-5.81278292068047,5.59795124957559,10.2872817393642,-2.99535000838612,1
1,-3.26256639669368,-5.5803381157555,10.1952595437578,-1.73964985458153,5.13534371557492,8.28373910178523,1.29743020875818,-0.0584893449375135,1.92346063403832,-1.48642292275811,0.857968981563394,-0.514207259753691,5.51893792238908,-8.37103292848098,-2.90088813444182,1.79877283592576,5.86366490117557,1.80561208082747,-1.52143612573089,1
1,-0.185797665901994,5.95192671944114,7.42308504335461,5.1511991482699,7.60177514213053,9.93727069932272,4.27902599472937,5.54592810626692,-2.4745083875671,14.9924511606494,-7.5172320976166,5.15228565243531,-1.15642475201288,-3.56230061146811,5.73992551372772,1.81835035140635,1.95738567861887,0.343542739079581,8.91555980029148,1
1,3.65589586479491,0.946329096541122,-1.12283736809047,7.48330816551776,12.6360677624676,3.59740731272373,-3.72786453542982,3.28198376767828,2.23159862091783,1.81292493182975,0.56679264638122,6.78648762890462,6.53795884104927,0.308270537699977,8.28898310340403,0.605372092540454,0.0546542250912432,5.13033420410907,2.80152101615968,0
1,-8.0710524896036,-1.28371462680538,6.12961450823747,-2.94221461191603,3.83057191465859,3.90795811346574,0.751746559155647,-7.28180293152401,4.30502039691892,6.5674594522166,6.95194460050093,1.6275856842917,0.0151833713317713,-1.50348759985357,8.110916761889,-4.46564724689696,8.64116677063846,1.39678207699074,-0.218944295490713,0
1,3.05990216686146,-5.06012896329154,1.75715823621856,7.53997520489799,-2.37390688596843,0.781775581802774,-0.101491377470209,-7.30293814907227,-0.518693835989722,1.07736750867636,3.86410496357125,-11.3908220541047,3.90979482726736,8.73472585662279,1.43919578649739,7.83400403072632,2.26506276131111,2.06812849192248,-3.88945681109511,1
1,8.18337523208285,0.501187516768639,3.50656825859202,-0.447664356062062,7.12237431496614,2.24026542026517,2.9783225178002,1.88582953132824,-3.11199228108002,5.04912148080723,3.36053684007758,10.1808219329366,6.64266350571326,1.69787014036998,5.46100071467112,-5.4268702355633,0.118674210171658,3.2610674222343,5.586552061713,1
1,12.1878700912022,-2.24530567508354,3.30180745368279,3.47176694218484,6.52379446847655,-5.02272930550896,3.78659756921492,2.7496937364052,-1.05871114515155,1.73636595506013,7.22546819564044,-1.75315274318192,3.95288044384085,3.77402207812396,-8.68820749927564,-5.38560205159906,-2.73119173439102,7.44753069973901,-0.768976057907345,1
1,8.50587996100294,0.0148473983608168,14.877248818617,3.00918736144385,0.808756520485867,3.44966864447882,1.38191010501331,-9.53737171017646,-1.33696751607247,8.81960977840729,1.15495006392588,0.25428046188112,-1.26351274373581,5.53684778665578,4.22117992020117,-0.913201781334451,3.34994741654735,-3.32782950083104,2.48440790623022,1
1,5.78387381897981,-4.08799993881799,-3.92644405293612,-0.135981931691009,-5.78927451936157,-0.677767911468725,-1.83107111394901,-2.08223612906053,-5.46637914527735,-0.518167085671918,0.270989873916204,10.0931536989749,6.09991183407284,2.76438975678532,1.45356562821051,9.7465189545613,3.9357529366225,-0.206274044150141,7.95062141477344,1
1,-6.63365199557165,10.4379474147285,2.50459929506428,3.34051434998892,5.80654947696957,3.67339386550274,-2.64857108392359,2.13780575848342,-1.90309106953098,-6.5453008434085,0.730169331655167,-7.49019944251079,9.38715042891659,6.80505018817888,4.99912327891221,2.53441465382485,-3.69026300585652,5.00159823205992,0.902422060434987,0
1,-1.00753354003391,1.91998736396016,-6.89988643983808,-4.15215462711919,7.64572197820813,0.270093304227492,3.3926030530104,9.30892957588238,1.03297432571423,6.4927484156385,5.67256463730351,-3.53272180215552,-2.64598216896316,4.19858113436066,2.54379536844191,3.29783364376389,-4.74177244767287,-8.71878950139007,7.15574627355724,0
1,0.239767717086916,7.37472538636193,4.94917961479379,1.31931563907518,0.52446084647033,-1.30807867418224,8.78418426137709,-8.06434364161142,0.895833451003003,0.811329867528416,0.653259345178386,-1.74725354375696,1.08902833407008,5.49106902094661,8.47398449308388,0.920056490563521,2.92098559769307,8.47721576841497,-3.73047521844996,1
1,5.51761951378447,-11.0084983512883,7.48304235860702,6.12895415832585,4.68121409179013,0.904443115989769,-1.93567797464848,-4.27722138990989,3.64770869943646,9.31703790265126,5.80150571219531,-4.56440685063946,7.01829235837199,-5.43003732177437,1.14674622170973,3.35423705825544,-2.09449827665503,-1.2429985050658,-6.81453649269752,1
1,1.47164332998113,-0.265989149974188,9.22831120550577,-8.87062324614657,0.620547626247446,0.165475446831467,0.076006638514027,-3.40153423609112,8.4593786156177,2.62189133239654,-4.14091809679301,7.51644161982375,-2.25995944064353,-3.63160867035442,5.66869759348037,5.16594623701946,8.74307649991536,-3.2218123654488,3.63624984872669,0
1,-4.29324314030086,-1.37741145796036,-7.6257262591856,-5.43963093679127,5.41157622568757,7.47289103921185,3.65340280125971,2.87698039324426,3.66835515831933,9.26870421916553,-4.35532510691011,8.32248066821745,-6.5968790148159,-9.13203742993301,1.47021959190392,5.53734665757317,-3.53599702036503,2.83788168619125,7.95189192488981,0
1,10.4221785404706,-4.11463089682957,4.06384748597015,-3.80968778798486,1.41354642642576,3.04604041218564,-0.77310225031415,3.65419610707126,9.37893487371028,3.75113479753712,2.63691804153222,4.50438065550261,-0.473495176523853,0.733635681280383,5.27881285975605,8.85340734196007,-5.74451557251556,13.1688870679577,-0.631742007203738,0
1,6.55695645897981,9.73304577112047,9.96684975691826,-5.94544847072715,0.27662068039969,4.16245713076608,2.60786157410226,0.396553843498037,-1.23962982360153,0.25487260170114,5.80191578994014,-0.197029128634247,7.33244888729165,9.15878248099049,-4.15633046684647,-1.89028067038815,1.65076029944802,-1.36140966482422,0.724330029616081,0
1,3.18715136245513,-5.07640959884745,-0.0700793152115149,4.09791519648179,2.55810249098605,-4.20426792900388,1.7620194151082,-6.06164343974993,8.75334205000164,5.62799303909914,-0.0382645801110235,-0.118399878060687,-4.8092381637173,-2.89201416108012,5.03284757019583,1.20943227551297,4.34002545210758,-5.47308159522537,6.63054950360545,1
1,8.09054305162906,3.59195130204013,0.939247339590253,-2.96464174878005,0.582973425088521,9.48410854814009,-1.88125795283341,-1.1527620843216,4.96704453908804,-0.296192148107347,-0.887106724590216,-0.84036536103667,0.758480846996202,3.5753161112416,0.0520477188405599,4.06769331603808,2.7844057287487,1.33419950767875,-0.273055203946796,1
1,-4.69387143617486,6.23218142789846,1.81731388897629,-8.82273542664486,-0.955085822271424,2.79685220580381,6.15720625569156,-0.802429933279425,-3.95854442617016,10.4237961562697,-12.1968808345445,-0.623531831409138,6.80965039074315,4.20478082093487,3.97407510065521,6.12537862664289,1.39570181357604,7.85116891932811,-3.60110759012583,1
1,5.304101488949,2.89095094209012,3.82509375716518,-1.18784382540225,0.42031534378801,-2.28140701701627,6.23153918611485,0.987093577914905,4.01085506242612,2.73292008401754,3.87160437110481,4.41412796934988,2.23463727135914,3.1926319964524,-2.37659274388774,0.334888756116669,3.89400412663372,0.614448560504178,-2.12882427330827,0
1,-0.61456188156711,-2.37627738747758,5.32579937872984,0.0468237426259706,1.95923923837232,3.54523322723411,7.12069753328601,10.1144259056584,-4.18846420284739,-8.14928546464796,-2.51427489371408,6.54631682696378,4.83459527167508,0.578886927788765,4.7082045606292,5.253869827052,-1.84192821971853,4.99867822334983,1.13503182899518,1
1,5.41872760925356,6.70582903362084,8.58910441855741,6.28392736889055,3.03747570359237,6.35217014922438,8.33998293091188,-1.38385265218998,6.73615337845856,-0.360850400530144,4.01287453091533,-0.282888435093775,10.1199008002451,-1.09072021311774,16.9576266366566,-0.742263414687316,3.13495966721404,7.78304532548881,-5.74408255578139,1
1,1.69589022669963,2.85294040920419,1.52256204777504,-3.51876067999414,9.66211810812919,-4.9183856915078,-0.531808939612877,2.38132202569346,-0.698730725137917,-6.16185963393519,9.13605861476699,3.59495199483429,6.50385605727577,-1.18383980302289,9.70260253242934,0.292617736657663,-2.16843633386149,-6.56918419878377,6.04376521882961,0
1,5.16480356515725,-3.31748953191022,2.98139022736234,7.80644627869348,-4.78998915476742,10.4505348501528,-0.322409482541527,-1.52699170813455,0.819449064816905,-8.89177653047301,-0.479595229636644,-9.92896375447437,4.95595325736311,2.08726623579828,6.90189397452388,7.06071883125747,-2.02197427362991,5.00036987672283,4.86997052169594,1
1,8.67758807529696,-4.94024523801031,14.4399893861073,3.99181357814302,1.00190474723529,1.20984647410819,3.3060900024587,-4.20113924521959,-1.39768244471616,2.29604325543804,5.48362690776941,2.37918486578793,4.45493204091912,8.49819205543908,-1.09507484190832,-7.41377250926264,2.53357734295935,-0.585361270641162,6.21315331933462,1
1,2.03645045158449,12.4335871724657,4.15549464057496,3.81176078817772,5.15761563890413,7.60585390324322,5.15040488275812,5.179739489343,-2.26089146182148,5.23930318348818,1.23727113351183,-2.39220928187448,-3.79208301818297,-1.96753742571962,3.62430233133485,3.10773370361608,4.05732454257539,1.70203769566192,9.72769587048383,1
1,7.08779318476046,-1.39251572709219,2.94376554664917,-2.26262835157251,10.8101045172143,2.36130659544458,0.301869218875481,-3.25314339826374,10.5106985459839,-1.80713444332657,3.84302317855829,7.49266589901543,6.19598446719941,1.38732806443476,1.20830834526955,6.62969995811072,-2.34560782522126,13.2250510632149,6.93732912383291,0
1,-3.94217017573989,-7.2778582695902,-4.71121562641724,11.7683393994902,4.13007181307747,0.337885777166379,-0.116724042002405,15.676045948111,6.95902261451386,-4.64421163061971,-3.77899692639782,7.92912203816835,4.71053310936011,2.49634078300391,-7.92564447403454,0.276115091386912,-5.7548877623975,3.26134164431339,9.23999446693556,0
1,-1.60802220218008,4.66629681376826,2.01428023811113,1.17864583951422,1.931232917623,-7.17460023313432,-1.09135763777326,2.46281468913607,5.37606538513724,-1.01015373614184,4.08911797464053,-8.9824769055198,4.01810367136161,5.95706745053387,0.799160514513128,5.1242786486481,-3.13174988837807,6.05389450243697,0.248732536228945,0
1,9.59608855694089,3.55115128030448,0.893369234165595,-7.12448792089167,0.462215452018203,-3.50086109293596,9.41100945363371,2.30126788039338,2.36809979501969,-5.75262636175241,8.52480772224484,6.61158759236035,2.28600171887476,0.843359414878256,0.417309768663673,-1.53248146870483,-8.00101493927773,-2.94828876647903,7.80234085338447,0
1,3.88693986511965,-4.76917167861299,1.94477085095313,0.98071764303752,4.07154082054145,1.79329850041285,-10.5408317602074,1.6672739449457,5.68166907275904,5.51500897575035,10.9835592781055,-0.828641968589218,-4.35523941550576,5.18858653712662,1.55184842063857,2.85603707181693,2.64508592666545,4.15088862468942,-4.75056613456206,0
