"y","x.1","x.2","x.3","x.4","x.5","x.6","x.7","x.8","x.9","x.10","x.11","x.12","x.13","x.14","x.15","x.16","x.17","x.18","x.19","x.20"
1,1,2.29086256649185,-0.350524437647508,-0.863563430859728,0.892631781054136,1.42902591873315,0.656847804989677,0.497520568651754,1.60071433052981,-1.96757455625602,1.05476347870618,-0.213854528246293,0.708263119351169,-1.68135905447249,0.334192198130689,0.881786066176774,0.486826996940328,-0.64769584611815,0.508275855765079,-1.27258484767481
0,1,-0.0459815958414295,0.145401456825631,-0.236469640564407,0.0178543893735703,0.176572832169495,0.148399158195317,0.225939159123543,-1.53020351680252,0.870620937427048,0.215007682170107,-1.46981151938733,0.944217160390763,0.20285591727175,-0.183362411586802,-0.789727122880323,-1.2649274803054,-0.58122445007301,-0.132069743564584,0.643130888112311
0,1,-2.28412242591303,0.54288630683541,-0.616447559116724,0.529054436960237,0.147665236927086,-0.134264723378494,-0.338774733188831,-0.685325422833203,0.31542094076278,-0.930168221896253,-0.974131978009754,-0.0935312614383983,0.230725002276074,-0.891750656102571,0.201250004103123,0.894221368241705,-0.523010505642825,0.797688342721396,-0.463473526766182
1,1,-2.75811558570035,0.714817267172857,0.980487437118341,-1.01672931432067,-1.57248299524825,1.93503886034513,0.194568165677601,0.173916636893083,1.31659398818347,1.30316166611402,0.528860940940846,-0.454683784011395,-0.286976014285953,-0.067100269390879,0.391515516003356,0.675640162170033,-2.47666260221554,-0.974474483828016,0.365458827151294
0,1,1.37137774976269,0.400099130391753,-0.798700122289086,0.229357155468532,-0.157773496452958,-2.80009925264654,0.986895296196624,-0.790862509328664,-0.489315171121457,0.619218892393153,-1.1792326272328,0.0556877876202379,1.19444027224139,1.73279891511986,0.773395323940315,-2.36180818059091,0.460760141973857,-2.63990316303062,-0.35922395523742
1,1,0.705283913987192,-0.676542782273527,0.523576126405294,-0.229815245515425,0.964505163934186,0.248336304228401,0.568152736163945,-1.70391018612535,-0.140167619998985,-0.338081995978902,-1.46196400045338,1.42339539769709,0.896237564920809,0.585674618514715,0.136454476657123,-1.17838687338696,0.984329998965781,-0.674122527299348,-0.0103709552581666
0,1,0.293322226607787,-0.986172731493622,-1.38926505155592,-0.177673699000671,0.037394172239949,1.55025235904719,-0.835806072162057,-0.770983628775821,0.478522868259393,-0.695549172941976,0.500410987014593,-1.22687678969777,1.90922242042957,-0.174486383786227,-0.197515800552336,0.347208110127794,-1.01051541482551,0.149423318698591,1.92895597232964
1,1,-0.445925261329019,-0.40541575442212,-0.187277802990271,-0.241411213645493,0.413424522906015,0.250273328236411,0.271474969004331,2.11914143692533,0.639430205539502,0.817826442853983,-0.183501775813259,-1.95160312812995,2.0174380874083,0.679314932575186,0.697472523646313,0.0764483752523625,0.23299681841234,-0.326896532902965,0.141517197674457
1,1,0.0124796325172393,0.611644147015098,0.175258561813012,0.212413191482007,-0.218328094125216,-0.409219792607572,0.451491453532198,0.150861712881583,0.220945568983517,-0.455424350816766,-0.839113039356794,-0.594595681146809,0.657815567344252,-1.07896133437101,-0.857733340071922,-0.209803377453395,-1.10953921126687,-0.064024225081005,-0.345252039824962
1,1,-0.445723992142076,0.853113647544594,-1.17006051949798,-0.0337142719123104,0.158766572796619,1.77933676771874,0.59435361671343,1.70723718433293,1.54834144319531,-0.909488415967157,-0.95372168217202,0.806597162761058,0.253445350086567,-1.11558313331312,-1.03039316489788,0.710062212226718,0.586508224384006,-1.01310271233379,-0.00318053790126492
0,1,-0.816336963095729,-0.174065859637008,-0.769184222505183,0.0475861835765853,-0.588605373202757,-0.372413623101625,0.340051123560552,-1.95219591546756,0.98427351996086,0.171591657497801,1.65376009248772,1.23960178160946,-1.14772279753906,-0.899958699599606,-0.182423241248688,-0.92670911735494,0.900348035029109,0.941715396343332,0.345392708380255
0,1,-0.567052341530253,-1.47831806665094,0.159678119189879,-1.23327641950353,-0.256352617195598,1.20574836890823,-0.908072829947036,0.0713489461191933,-1.66965018098292,0.439167364150813,-0.122271911283472,-0.36261954241295,-0.117404362388714,0.599361490790527,-0.760254535185181,0.0794702485716994,-2.42551730425109,2.53366389431584,-0.728481685884288
0,1,-0.321676383174751,-0.351572652016204,-1.62341733349964,-1.36817730026079,0.528780279724755,-0.779819149485031,0.139450540817831,1.17650777580193,-0.163532477501942,-0.0589298213126129,0.220108894780089,-1.08359870455409,0.912107508080823,0.629944623531129,-0.569293426667395,0.580886475665196,0.167422103541875,0.331396958879513,1.87843635113674
1,1,-0.924936013213561,-0.365711197595846,0.340183790202339,-1.15548683768392,1.22813435494399,2.06573194194746,0.00458075159128196,-0.846321695862693,1.01348001136949,-1.00530013119323,-0.0563871154578061,-0.184181540158641,0.0269264032362903,0.232144118620218,-0.381236018317049,-2.49663354832929,0.287529646765129,-0.379757565428978,-0.0315211001512902
